ID_cliente,Baja,Genero,Ciudadano_Mayor,Pareja,Dependientes,Tiempo_contrato,Servicio_telefonia,Lineas_multiples,Servicio_internet,Seguridad_online,Respaldo_online,Proteccion_dispositivo,Soporte_tecnico,TV_streaming,Peliculas_streaming,Tipo_contrato,Facturacion_digital,Metodo_pago,Cargo_mensual,Total_gastado,Cuentas_Diarias
7742-MYPGI,No,Mujer,No,Sí,Sí,6,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,Sí,Cheque postal,48.8,297.35,1.63
7743-EXURX,Sí,Hombre,No,Sí,Sí,8,Sí,No,DSL,No,No,Sí,No,No,No,Mensual,Sí,Cheque electrónico,51.05,415.05,1.7
7746-AWNQW,No,Mujer,No,No,No,28,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,No,No,Mensual,Sí,Cheque postal,35.75,961.4,1.19
7746-QYVCO,No,Hombre,No,Sí,Sí,16,Sí,No,DSL,Sí,Sí,No,No,No,No,Un año,Sí,Cheque postal,55.85,857.8,1.86
7748-UMTRK,No,Mujer,Yes,No,Sí,30,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,101.3,2974.5,3.38
7750-EYXWZ,No,Mujer,No,No,No,12,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,Sí,Sí,Un año,No,Cheque electrónico,60.65,743.3,2.02
7752-XUSCI,Sí,Mujer,No,No,No,60,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,105.9,6396.45,3.53
7753-USQYQ,No,Hombre,No,No,No,55,Sí,No,DSL,No,Sí,No,Sí,No,Sí,Un año,Sí,Cheque electrónico,64.2,3627.3,2.14
7754-IXRMC,No,Mujer,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque postal,45.35,45.35,1.51
7758-UJWYS,No,Hombre,No,Sí,Sí,34,No,Sin servicio telefónico,DSL,No,No,No,Sí,Sí,No,Dos años,Sí,Cheque electrónico,40.55,1325.85,1.35
7758-XKCBS,Sí,Hombre,No,No,No,15,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,No,Mensual,Sí,Cheque electrónico,29.7,438.25,0.99
7760-OYPDY,Sí,Mujer,No,No,No,2,Sí,No,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,80.65,144.15,2.69
7762-ONLJY,No,Mujer,No,Sí,Sí,6,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,19.7,94.45,0.66
7762-URZQH,Sí,Hombre,No,Sí,No,66,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Dos años,Sí,Tarjeta de crédito,106.05,6981.35,3.53
7764-BDPEE,No,Hombre,No,No,Sí,3,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,20.85,60.65,0.7
7765-LWVVH,No,Mujer,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,No,Dos años,Sí,Cheque electrónico,95.1,6843.15,3.17
7766-CLTIC,No,Mujer,No,No,No,10,Sí,No,DSL,No,No,No,Sí,No,Sí,Mensual,Sí,Cheque postal,60.95,629.55,2.03
7767-UXAGJ,Sí,Hombre,No,No,No,1,Sí,Sí,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,50.45,50.45,1.68
7771-CFQRQ,No,Mujer,No,Sí,Sí,47,Sí,No,DSL,No,Sí,No,Sí,No,Sí,Dos años,No,Transferencia bancaria,63.8,3007.25,2.13
7771-ZONAT,No,Hombre,No,No,No,22,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria,56.75,1304.85,1.89
7774-OJSXI,Sí,Hombre,No,No,No,31,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,103.45,3066.45,3.45
7776-QGYJC,No,Mujer,No,Sí,Sí,39,Sí,No,Fibra óptica,No,No,Sí,Sí,No,No,Mensual,Sí,Transferencia bancaria,81.5,3107.3,2.72
7776-QWNFX,Sí,Hombre,Yes,Sí,No,30,Sí,No,DSL,No,Sí,No,No,No,No,Mensual,Sí,Transferencia bancaria,50.4,1527.5,1.68
7777-UNYHB,No,Mujer,No,Sí,Sí,12,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Tarjeta de crédito,20.1,232.4,0.67
7779-LGOVN,Sí,Hombre,Yes,Sí,No,10,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,86.65,856.65,2.89
7779-ORAEL,No,Hombre,Yes,Sí,No,45,Sí,Sí,DSL,Sí,No,Sí,Sí,No,Sí,Dos años,No,Tarjeta de crédito,75.15,3480.35,2.51
7780-OTDSO,Sí,Hombre,No,Sí,No,18,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,99.4,1742.95,3.31
7781-EWARA,No,Hombre,No,Sí,Sí,70,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,Sí,Sí,Un año,No,Cheque electrónico,60.35,4138.7,2.01
7781-HVGMK,No,Mujer,No,Sí,Sí,72,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,65.2,4784.45,2.17
7783-YKGDV,Sí,Mujer,No,No,No,12,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,No,Sí,Mensual,Sí,Transferencia bancaria,99.7,1238.45,3.32
7785-RDVIG,No,Mujer,No,Sí,Sí,3,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.3,54.7,0.64
7786-WBJYI,Sí,Mujer,No,No,No,4,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No,Mensual,No,Transferencia bancaria,77.95,305.55,2.6
7787-BNTZM,No,Hombre,No,No,No,6,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,20.15,130.5,0.67
7789-CRUVC,No,Mujer,Yes,Sí,No,61,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,No,No,Mensual,Sí,Tarjeta de crédito,94.2,5895.45,3.14
7789-HKSBS,No,Mujer,Yes,Sí,No,42,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Un año,Sí,Transferencia bancaria,105.2,4599.15,3.51
7794-JASDG,No,Hombre,No,No,No,1,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,Sí,Cheque postal,50.75,50.75,1.69
7795-CFOCW,No,Hombre,No,No,No,45,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,No,No,Un año,No,Transferencia bancaria,42.3,1840.75,1.41
7797-EJMDP,No,Mujer,No,No,No,8,Sí,No,DSL,Sí,No,No,Sí,No,Sí,Mensual,No,Transferencia bancaria,66.05,574.5,2.2
7798-JVXYM,No,Mujer,No,No,No,14,Sí,No,DSL,No,No,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,69.65,921.4,2.32
7799-DSEWS,No,Hombre,No,No,No,18,Sí,No,DSL,Sí,No,Sí,Sí,Sí,No,Mensual,Sí,Cheque electrónico,68.35,1299.8,2.28
7799-LGRDP,No,Mujer,No,No,No,43,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Tarjeta de crédito,25.7,1188.2,0.86
7801-CEDNV,No,Hombre,No,Sí,No,27,Sí,No,DSL,Sí,No,No,No,No,No,Un año,No,Tarjeta de crédito,48.7,1421.75,1.62
7801-KICAO,No,Mujer,No,No,No,18,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,74.15,1345.75,2.47
7802-EFKNY,Sí,Hombre,No,Sí,No,5,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,24.95,100.4,0.83
7803-XOCCZ,No,Mujer,No,Sí,Sí,52,Sí,No,Fibra óptica,Sí,No,Sí,Sí,No,No,Mensual,Sí,Transferencia bancaria,84.05,4326.8,2.8
7808-DVWEP,No,Hombre,No,Sí,No,3,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,20.0,49.65,0.67
7811-JIVPF,No,Mujer,No,No,No,23,Sí,No,DSL,No,No,Sí,No,No,No,Mensual,No,Tarjeta de crédito,49.7,1081.25,1.66
7812-FZHPE,Sí,Mujer,No,Sí,Sí,17,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,24.1,409.9,0.8
7813-TKCVO,No,Mujer,No,Sí,No,20,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,20.35,393.15,0.68
7813-ZGGAW,No,Hombre,Yes,No,No,31,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,No,Mensual,Sí,Transferencia bancaria,96.6,2877.95,3.22
7814-LEEVE,No,Mujer,No,Sí,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Transferencia bancaria,20.3,20.3,0.68
7815-PDTHL,No,Hombre,No,No,No,35,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque postal,20.2,684.4,0.67
7816-VGHTO,No,Mujer,No,Sí,Sí,6,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,No,No,Dos años,No,Cheque postal,40.55,217.5,1.35
7817-BOQPW,Sí,Mujer,No,No,No,2,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,75.55,166.3,2.52
7817-OMJNA,No,Hombre,No,No,No,14,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Transferencia bancaria,20.4,275.7,0.68
7820-ZYGNY,No,Hombre,No,No,No,63,Sí,Sí,Fibra óptica,No,Sí,No,No,No,Sí,Un año,No,Tarjeta de crédito,90.45,5825.5,3.02
7821-DPRQE,No,Hombre,No,Sí,No,68,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,107.7,7320.9,3.59
7823-JSOAG,No,Hombre,No,No,No,3,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,74.5,217.45,2.48
7824-PANSQ,No,Hombre,No,No,No,58,Sí,Sí,Fibra óptica,No,No,No,Sí,No,No,Mensual,No,Transferencia bancaria,80.65,4807.35,2.69
7825-ECJRF,Sí,Mujer,No,No,No,19,Sí,No,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,106.6,1934.45,3.55
7825-GKXMW,Sí,Mujer,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,45.8,45.8,1.53
7826-VVKWT,No,Mujer,Yes,Sí,Sí,24,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí,Dos años,Sí,Cheque electrónico,96.55,2263.45,3.22
7831-QGOXH,Sí,Mujer,No,No,No,18,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,85.2,1553.9,2.84
7833-PKIHD,No,Hombre,No,Sí,Sí,51,Sí,No,DSL,Sí,No,No,Sí,Sí,Sí,Un año,Sí,Transferencia bancaria,76.4,3966.3,2.55
7838-LAZFO,No,Hombre,No,Sí,No,45,Sí,No,DSL,Sí,Sí,Sí,No,Sí,Sí,Un año,No,Transferencia bancaria,78.8,3597.5,2.63
7839-NUIAA,No,Mujer,No,Sí,Sí,61,Sí,Sí,DSL,Sí,Sí,No,No,No,No,Mensual,No,Cheque electrónico,59.8,3641.5,1.99
7839-QRKXN,Sí,Mujer,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque postal,20.2,20.2,0.67
7841-FCRQD,No,Mujer,No,Sí,No,33,Sí,No,DSL,No,Sí,No,Sí,No,No,Un año,Sí,Tarjeta de crédito,53.75,1857.3,1.79
7841-TZDMQ,Sí,Hombre,No,No,No,2,Sí,No,DSL,No,No,No,No,No,No,Mensual,Sí,Tarjeta de crédito,46.0,84.5,1.53
7845-URHJN,Sí,Mujer,No,Sí,No,8,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,20.15,156.25,0.67
7850-THJMU,No,Mujer,No,Sí,Sí,26,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,19.65,494.9,0.65
7850-VWJUU,No,Mujer,No,No,No,23,Sí,No,Fibra óptica,Sí,No,No,No,No,No,Mensual,Sí,Transferencia bancaria,75.0,1778.5,2.5
7851-FLGGQ,Sí,Hombre,No,No,No,1,No,Sin servicio telefónico,DSL,No,Sí,No,Sí,No,Sí,Mensual,Sí,Cheque postal,44.65,44.65,1.49
7851-WZEKY,Sí,Mujer,No,No,No,2,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,95.15,196.9,3.17
7852-LECYP,No,Hombre,Yes,Sí,No,13,Sí,Sí,Fibra óptica,Sí,Sí,No,No,No,Sí,Mensual,No,Tarjeta de crédito,93.8,1261.0,3.13
7853-GVUDZ,Sí,Mujer,No,Sí,Sí,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Tarjeta de crédito,20.15,20.15,0.67
7853-OETYL,No,Mujer,No,Sí,No,4,No,Sin servicio telefónico,DSL,Sí,No,No,No,No,No,Mensual,Sí,Cheque electrónico,29.05,129.6,0.97
7853-WNZSY,No,Hombre,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Tarjeta de crédito,19.75,19.75,0.66
7854-EDSSA,Sí,Hombre,No,No,No,22,Sí,Sí,DSL,Sí,Sí,No,No,No,No,Mensual,No,Cheque electrónico,59.0,1254.7,1.97
7854-EKTJL,Sí,Mujer,No,No,Sí,2,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque electrónico,19.6,35.85,0.65
7854-FOKSF,Sí,Hombre,No,No,No,1,No,Sin servicio telefónico,DSL,No,No,No,No,No,Sí,Mensual,No,Cheque electrónico,35.9,35.9,1.2
7855-DIWPO,No,Mujer,No,No,No,21,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,68.65,1493.2,2.29
7856-GANIL,No,Hombre,Yes,Sí,No,45,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,No,Un año,Sí,Transferencia bancaria,98.7,4525.8,3.29
7858-GTZSP,No,Mujer,No,No,No,12,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,86.55,1066.9,2.88
7860-KSUGX,No,Hombre,No,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,No,No,No,Dos años,No,Tarjeta de crédito,64.45,4720.0,2.15
7860-UXCRM,No,Hombre,No,Sí,Sí,63,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,No,Dos años,No,Tarjeta de crédito,74.5,4674.55,2.48
7861-UVUFT,Sí,Mujer,No,Sí,No,15,Sí,No,Fibra óptica,No,No,Sí,No,Sí,No,Mensual,Sí,Cheque electrónico,84.3,1308.4,2.81
7868-BGSZA,No,Hombre,No,Sí,No,43,Sí,Sí,DSL,Sí,No,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,80.2,3581.6,2.67
7868-TMWMZ,No,Mujer,Yes,Sí,No,60,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,110.0,6668.35,3.67
7869-ZYDST,No,Hombre,No,Sí,No,31,Sí,Sí,DSL,No,No,No,No,Sí,No,Mensual,Sí,Tarjeta de crédito,59.05,1882.8,1.97
7872-BAAZR,No,Mujer,No,Sí,Sí,53,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Transferencia bancaria,19.55,1007.9,0.65
7872-RDDLZ,No,Mujer,Yes,No,No,67,Sí,Sí,DSL,No,Sí,No,No,No,No,Mensual,No,Cheque electrónico,54.9,3725.5,1.83
7873-CVMAW,No,Hombre,No,No,No,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito,88.55,6362.35,2.95
7874-ECPQJ,No,Mujer,No,No,Sí,4,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Transferencia bancaria,20.05,85.5,0.67
7876-AEHIG,No,Mujer,No,No,Sí,51,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí,Un año,No,Transferencia bancaria,60.15,3077.0,2.0
7876-BEUTG,No,Mujer,No,No,No,15,Sí,Sí,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque postal,48.8,720.1,1.63
7876-DNYAP,No,Mujer,No,Sí,Sí,69,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,19.8,1436.95,0.66
7878-JGDKK,No,Hombre,No,No,No,4,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque postal,44.55,220.75,1.48
7878-RTCZG,No,Mujer,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.9,19.9,0.66
7879-CGSFV,No,Hombre,No,No,No,55,Sí,No,Fibra óptica,Sí,Sí,No,No,Sí,Sí,Un año,Sí,Cheque postal,100.9,5552.05,3.36
7880-XSOJX,No,Hombre,No,No,No,4,No,Sin servicio telefónico,DSL,Sí,Sí,No,Sí,No,No,Mensual,No,Cheque postal,42.4,146.4,1.41
7881-EVUAD,Sí,Mujer,No,No,No,2,No,Sin servicio telefónico,DSL,Sí,Sí,No,No,No,Sí,Mensual,Sí,Cheque electrónico,42.6,72.4,1.42
7881-INRLC,Sí,Hombre,No,No,No,45,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí,Mensual,Sí,Tarjeta de crédito,100.85,4740.0,3.36
7883-ROJOC,No,Mujer,No,Sí,No,19,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque postal,44.9,839.65,1.5
7890-VYYWG,Sí,Hombre,Yes,Sí,No,3,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,No,Mensual,Sí,Cheque postal,36.45,93.7,1.22
7892-POOKP,Sí,Mujer,No,Sí,No,28,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,104.8,3046.05,3.49
7892-QVYKW,No,Mujer,No,Sí,Sí,23,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Mensual,No,Cheque electrónico,85.6,1868.4,2.85
7893-IXHRQ,Sí,Hombre,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,20.55,20.55,0.68
7895-VONWT,No,Mujer,No,No,No,25,No,Sin servicio telefónico,DSL,No,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,48.25,1293.8,1.61
7898-PDWQE,No,Hombre,No,Sí,No,71,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí,Dos años,No,Tarjeta de crédito,80.4,5727.15,2.68
7901-HXJVA,No,Hombre,No,No,No,14,Sí,No,Fibra óptica,No,No,Sí,No,No,No,Mensual,No,Cheque electrónico,76.45,1117.55,2.55
7901-IIDQV,No,Hombre,No,No,No,24,Sí,Sí,DSL,No,No,No,Sí,No,No,Un año,No,Transferencia bancaria,54.6,1242.25,1.82
7901-TBKJX,No,Hombre,Yes,No,No,56,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,101.05,5594.0,3.37
7903-CMPEY,Sí,Hombre,Yes,Sí,No,1,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No,Mensual,Sí,Cheque electrónico,80.3,80.3,2.68
7905-NJMXS,No,Hombre,Yes,Sí,No,7,Sí,Sí,DSL,Sí,Sí,No,Sí,No,No,Mensual,No,Cheque electrónico,64.2,475.0,2.14
7905-TVXTA,No,Mujer,No,No,No,5,Sí,No,DSL,Sí,No,No,Sí,Sí,No,Mensual,Sí,Cheque electrónico,64.35,352.65,2.14
7908-QCBCA,Sí,Mujer,No,Sí,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque postal,69.4,69.4,2.31
7909-FIOIY,No,Mujer,No,Sí,Sí,19,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque postal,24.85,434.8,0.83
7912-SYRQT,Sí,Mujer,No,No,No,7,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Transferencia bancaria,75.1,552.95,2.5
7916-VCCPB,No,Mujer,No,Sí,Sí,16,Sí,No,Fibra óptica,No,Sí,No,No,No,No,Mensual,No,Transferencia bancaria,73.25,1195.75,2.44
7919-ZODZZ,No,Mujer,No,Sí,Sí,10,Sí,No,DSL,No,Sí,Sí,No,No,Sí,Un año,Sí,Cheque postal,65.9,660.05,2.2
7921-BEPCI,No,Mujer,No,No,No,72,Sí,Sí,DSL,Sí,Sí,No,No,No,No,Dos años,No,Transferencia bancaria,59.75,4265.0,1.99
7921-LMDFQ,No,Hombre,Yes,No,No,51,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí,Un año,Sí,Transferencia bancaria,94.0,4905.75,3.13
7923-IYJWY,No,Hombre,Yes,No,No,67,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,116.1,7839.85,3.87
7924-GJZFI,No,Mujer,Yes,Sí,No,25,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,69.3,1813.1,2.31
7925-PNRGI,No,Mujer,No,Sí,Sí,45,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No,Mensual,No,Cheque postal,81.3,3541.1,2.71
7926-IJOOU,No,Hombre,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito,19.3,19.3,0.64
7927-AUXBZ,Sí,Mujer,No,No,No,30,Sí,No,Fibra óptica,No,No,No,Sí,Sí,No,Mensual,No,Cheque electrónico,85.15,2555.9,2.84
7928-VJYAB,No,Hombre,No,Sí,Sí,11,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,No,Cheque electrónico,90.6,1020.2,3.02
7929-DMBCV,No,Mujer,No,Sí,No,20,Sí,No,Fibra óptica,No,No,Sí,Sí,No,No,Mensual,Sí,Cheque postal,81.0,1683.7,2.7
7929-SKFGK,No,Hombre,No,Sí,No,70,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito,114.3,8244.3,3.81
7931-PXHFC,Sí,Hombre,No,No,No,38,Sí,No,DSL,No,No,Sí,Sí,No,Sí,Un año,Sí,Cheque postal,62.3,2354.8,2.08
7932-WPTDS,Sí,Mujer,Yes,Sí,No,1,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,24.8,24.8,0.83
7938-OUHIO,Sí,Hombre,No,No,No,3,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,98.7,293.65,3.29
7940-UQQUG,No,Mujer,No,Sí,Sí,64,Sí,Sí,Fibra óptica,Sí,No,No,Sí,Sí,Sí,Un año,Sí,Transferencia bancaria,104.4,6721.6,3.48
7941-RCJOW,No,Hombre,No,No,No,65,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Tarjeta de crédito,19.55,1218.65,0.65
7943-RQCHR,Sí,Mujer,No,No,No,9,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,94.75,889.9,3.16
7945-HLKEA,No,Mujer,No,No,No,60,Sí,Sí,DSL,Sí,No,Sí,Sí,No,No,Un año,No,Cheque electrónico,64.75,4039.5,2.16
7945-PRBVF,No,Hombre,No,No,No,35,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,21.45,705.45,0.72
7950-XWOVN,No,Hombre,No,No,No,11,No,Sin servicio telefónico,DSL,No,Sí,Sí,No,No,No,Mensual,No,Cheque postal,34.7,383.55,1.16
7951-QKZPL,Sí,Mujer,No,Sí,Sí,33,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque postal,24.5,740.3,0.82
7951-VRDVK,No,Mujer,No,No,No,36,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Un año,No,Transferencia bancaria,85.85,3003.55,2.86
7952-OBOYL,No,Hombre,No,No,No,3,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,No,Mensual,Sí,Cheque postal,89.85,244.45,2.99
7954-MLBUN,No,Hombre,No,No,No,31,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria,99.45,3109.9,3.32
7956-XQWGU,No,Hombre,No,No,No,27,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Tarjeta de crédito,19.4,460.25,0.65
7957-RYHQD,Sí,Mujer,Yes,No,No,40,Sí,No,Fibra óptica,Sí,Sí,No,No,No,No,Mensual,Sí,Tarjeta de crédito,79.2,3233.85,2.64
7963-GQRMY,Sí,Mujer,No,Sí,Sí,3,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque postal,44.3,134.5,1.48
